rank,gid,role,priority_score,why
11,100000006274203100,consolidator,0.607315,"Исходных клиентов с путями до узла — 4; плательщиков — 2; вход 3 417 512 ₸. Крупнейшему получателю отправлено 47,2% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
12,100000006734214100,consolidator,0.605095,"Исходных клиентов с путями до узла — 3; плательщиков — 5; вход 610 000 ₸. Крупнейшему получателю отправлено 50% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
13,100000001282143100,consolidator,0.604545,"Исходных клиентов с путями до узла — 3; плательщиков — 5; вход 1 700 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
14,100000002849158100,peripheral,0.601567,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 723 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
15,100000006225798100,consolidator,0.598485,"Исходных клиентов с путями до узла — 3; плательщиков — 3; вход 722 000 ₸. Крупнейшему получателю отправлено 79,8% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
16,100000004759121100,consolidator,0.595628,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 710 000 ₸. Крупнейшему получателю отправлено 90,4% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
17,100000007629096100,consolidator,0.595443,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 1 075 170 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
18,100000004299488100,consolidator,0.595254,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 1 749 000 ₸. Крупнейшему получателю отправлено 59,4% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
19,100000008603629100,distributor,0.59506,"Исходных клиентов с путями до узла — 1; плательщиков — 19; вход 1 817 300 ₸. Крупнейшему получателю отправлено 8,2% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
20,100000004486525100,consolidator,0.59362,"Исходных клиентов с путями до узла — 1; плательщиков — 8; вход 360 924 ₸. Крупнейшему получателю отправлено 94,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
21,100000003834495100,consolidator,0.592626,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 602 441 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
22,100000001330685100,consolidator,0.590939,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 2 435 923 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
23,100000007594394100,peripheral,0.588316,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 395 385 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
24,100000008477350100,distributor,0.585537,"Исходных клиентов с путями до узла — 2; плательщиков — 11; вход 610 100 ₸. Крупнейшему получателю отправлено 10,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
25,100000004221668100,consolidator,0.585517,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 1 128 300 ₸. Крупнейшему получателю отправлено 94,4% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
26,100000000331309100,distributor,0.585403,"Исходных клиентов с путями до узла — 3; плательщиков — 5; вход 984 635 ₸. Крупнейшему получателю отправлено 9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
27,100000002547110100,consolidator,0.583333,"Исходных клиентов с путями до узла — 2; плательщиков — 6; вход 1 500 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
28,100000003035737100,consolidator,0.581116,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 809 170 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
29,100000008165763100,transit,0.578023,"Исходных клиентов с путями до узла — 1; плательщиков — 15; вход 1 165 815 ₸. Крупнейшему получателю отправлено 18,4% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
30,100000007908818100,consolidator,0.577326,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 727 475 ₸. Крупнейшему получателю отправлено 66,9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
31,100000002224132100,coordinator,0.572091,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 3 951 020 ₸. Крупнейшему получателю отправлено 36,3% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
32,100000001887715100,consolidator,0.5704,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 1 331 500 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
33,100000002741024100,consolidator,0.570257,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 817 980,85 ₸. Крупнейшему получателю отправлено 82,8% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
34,100000008686313100,consolidator,0.570138,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 1 912 716 ₸. Крупнейшему получателю отправлено 47,9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
35,100000008111003100,consolidator,0.561633,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 222 716 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
36,100000000332284100,peripheral,0.561414,"Исходных клиентов с путями до узла — 1; плательщиков — 10; вход 107 426 ₸. Крупнейшему получателю отправлено 94,3% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
37,100000000706545100,consolidator,0.561318,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 1 070 300 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
38,100000003171587100,consolidator,0.560149,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 700 000 ₸. Крупнейшему получателю отправлено 89,6% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
39,100000000661912100,transit,0.5574,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 393 036 ₸. Крупнейшему получателю отправлено 94,2% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
40,100000004603109100,consolidator,0.55654,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 2 730 000 ₸. Крупнейшему получателю отправлено 75% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
41,100000002628576100,consolidator,0.555195,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 727 882 ₸. Крупнейшему получателю отправлено 83,3% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
42,100000003701161100,consolidator,0.555176,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 1 527 103 ₸. Крупнейшему получателю отправлено 63% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
43,100000007998965100,consolidator,0.553965,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 278 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
44,100000004071080100,consolidator,0.551324,"Исходных клиентов с путями до узла — 1; плательщиков — 9; вход 238 600 ₸. Крупнейшему получателю отправлено 77,4% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
45,100000002605308100,consolidator,0.550755,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 2 569 521,84 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
46,100000004892144100,consolidator,0.55,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 4 500 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
47,100000005514161100,consolidator,0.548002,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 401 500 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
48,100000003249054100,consolidator,0.546821,"Исходных клиентов с путями до узла — 1; плательщиков — 7; вход 99 700 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
49,100000000437046100,distributor,0.546028,"Исходных клиентов с путями до узла — 1; плательщиков — 9; вход 1 107 200 ₸. Крупнейшему получателю отправлено 14,5% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
50,100000002894076100,consolidator,0.543139,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 1 122 782 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
51,100000008346837100,distributor,0.542552,"Исходных клиентов с путями до узла — 2; плательщиков — 9; вход 254 359 ₸. Крупнейшему получателю отправлено 26,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
52,100000002718366100,consolidator,0.541942,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 2 525 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
53,100000008258083100,consolidator,0.541507,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 3 149 500 ₸. Крупнейшему получателю отправлено 99,3% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
54,100000001530983100,distributor,0.531101,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 564 158 ₸. Крупнейшему получателю отправлено 24,9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
55,100000001875239100,consolidator,0.529992,"Исходных клиентов с путями до узла — 3; плательщиков — 3; вход 712 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
56,100000003747133100,transit,0.529163,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 237 068 ₸. Крупнейшему получателю отправлено 92% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
57,100000008324800100,transit,0.527582,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 526 500 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
58,100000006518161100,transit,0.526188,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 594 200 ₸. Крупнейшему получателю отправлено 96,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
59,100000001236706100,consolidator,0.525024,"Исходных клиентов с путями до узла — 4; плательщиков — 3; вход 142 700 ₸. Крупнейшему получателю отправлено 55,6% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
60,100000003071930100,consolidator,0.52271,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 477 610 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
61,100000004997515100,consolidator,0.522242,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 395 000 ₸. Крупнейшему получателю отправлено 32,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
62,100000004962193100,consolidator,0.521777,"Исходных клиентов с путями до узла — 1; плательщиков — 8; вход 900 468 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
63,100000007442518100,peripheral,0.520961,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 510 000 ₸. Крупнейшему получателю отправлено 67,9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
64,100000004479404100,consolidator,0.519799,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 1 492 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
65,100000001857829100,distributor,0.516737,"Исходных клиентов с путями до узла — 1; плательщиков — 6; вход 888 535 ₸. Крупнейшему получателю отправлено 19,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
66,100000005074393100,peripheral,0.516038,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 563 026 ₸. Крупнейшему получателю отправлено 72,9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
67,100000005473151100,consolidator,0.515107,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 1 220 000 ₸. Крупнейшему получателю отправлено 66,7% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
68,100000002369874100,consolidator,0.513853,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 600 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
69,100000008751429100,consolidator,0.512159,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 386 200 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
70,100000006972210100,consolidator,0.511365,"Исходных клиентов с путями до узла — 3; плательщиков — 3; вход 488 775 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
71,100000007229557100,consolidator,0.510764,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 878 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
72,100000003157679100,consolidator,0.5087,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 541 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
73,100000004400305100,distributor,0.508605,"Исходных клиентов с путями до узла — 2; плательщиков — 7; вход 222 800 ₸. Крупнейшему получателю отправлено 7,7% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
74,100000000413678100,peripheral,0.508195,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 306 500 ₸. Крупнейшему получателю отправлено 80% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
75,100000003366471100,consolidator,0.507821,"Исходных клиентов с путями до узла — 2; плательщиков — 2; вход 329 789 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
76,100000001303311100,consolidator,0.507675,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 1 324 000 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
77,100000002748532100,peripheral,0.505742,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 355 575 ₸. Крупнейшему получателю отправлено 98,8% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
78,100000003111305100,consolidator,0.505687,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 509 338 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
79,100000002793881100,consolidator,0.505549,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 785 600 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
80,100000001611488100,consolidator,0.504332,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 779 300 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
81,100000005910114100,distributor,0.501016,"Исходных клиентов с путями до узла — 3; плательщиков — 3; вход 326 144 ₸. Крупнейшему получателю отправлено 16,4% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
82,100000005933757100,distributor,0.500918,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 1 246 000 ₸. Крупнейшему получателю отправлено 23,6% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
